1	760000	1240000
1	1240000	1840000
1	1840000	2320000
1	2320000	3640000
1	3640000	4560000
1	4560000	6000000
1	6000000	6200000
1	6200000	6440000
1	6440000	7200000
1	7200000	7640000
1	7640000	7920000
1	7920000	8440000
1	8440000	9040000
1	9040000	9720000
1	9720000	10440000
1	10440000	11000000
1	11000000	11240000
1	11240000	12040000
1	12040000	12800000
1	13040000	13120000
1	13640000	14000000
1	14000000	14760000
1	14760000	15720000
1	15720000	15960000
1	15960000	16280000
1	16280000	16720000
1	16720000	17160000
1	17160000	17600000
1	17600000	17840000
1	17840000	18800000
1	18800000	19080000
1	19080000	19480000
1	19480000	19880000
1	19880000	20080000
1	20080000	20720000
1	20720000	20880000
1	20880000	21400000
1	21400000	21840000
1	21840000	22200000
1	22200000	22640000
1	22640000	22880000
1	22880000	23160000
1	23160000	23480000
1	23480000	23960000
1	23960000	24160000
1	24160000	24840000
1	24840000	25440000
1	25440000	25760000
1	25760000	26040000
1	26040000	26240000
1	26240000	26680000
1	26680000	27160000
1	27160000	27520000
1	27520000	27920000
1	27920000	28840000
1	28840000	29400000
1	29400000	31200000
1	31200000	31400000
1	31400000	31880000
1	31880000	32440000
1	32440000	32600000
1	32600000	33120000
1	33120000	33320000
1	33320000	33720000
1	33720000	34400000
1	34400000	35080000
1	35080000	35360000
1	35360000	35800000
1	35800000	36040000
1	36040000	36320000
1	36320000	36720000
1	36720000	37720000
1	37720000	38040000
1	38040000	38840000
1	38840000	39320000
1	39320000	40000000
1	40000000	40280000
1	40280000	40760000
1	40760000	41240000
1	41240000	41720000
1	41720000	42400000
1	42400000	43000000
1	43000000	43400000
1	43400000	43960000
1	43960000	44280000
1	44280000	44960000
1	44960000	45840000
1	45840000	46640000
1	46640000	46960000
1	46960000	47600000
1	47600000	47960000
1	47960000	48480000
1	48480000	48760000
1	48760000	50600000
1	50600000	51000000
1	51000000	51560000
1	51560000	52040000
1	52040000	52600000
1	52600000	52920000
1	52920000	53480000
1	53480000	54000000
1	54000000	54280000
1	54280000	55280000
1	55280000	57040000
1	57040000	58880000
1	58880000	60120000
1	60120000	61080000
1	61080000	61280000
1	61280000	62400000
1	62400000	62680000
1	62680000	63040000
1	63040000	63800000
1	63800000	64480000
1	64480000	65080000
1	65080000	65280000
1	65280000	65960000
1	65960000	67000000
1	67000000	67440000
1	67440000	67760000
1	67760000	68000000
1	68000000	68320000
1	68320000	68680000
1	68680000	70440000
1	70440000	70760000
1	70760000	71320000
1	71320000	71800000
1	71800000	72840000
1	72840000	74040000
1	74040000	74280000
1	74280000	75000000
1	75000000	75480000
1	75480000	76040000
1	76040000	78360000
1	78360000	78920000
1	78920000	80400000
1	80400000	81040000
1	81040000	81480000
1	81480000	83000000
1	83000000	84120000
1	84120000	85520000
1	85520000	86600000
1	86600000	87000000
1	87000000	87360000
1	87360000	88960000
1	88960000	89160000
1	89160000	89720000
1	89720000	90040000
1	90040000	90280000
1	90280000	90960000
1	90960000	91720000
1	91720000	92200000
1	92200000	92560000
1	92560000	93080000
1	93080000	93400000
1	93400000	93840000
1	93840000	94160000
1	94160000	94720000
1	94720000	95080000
1	95080000	95320000
1	95320000	97240000
1	97240000	99000000
1	99000000	99400000
1	99400000	100000000
1	100000000	101160000
1	101160000	101720000
1	101720000	102720000
1	102720000	103560000
1	103880000	104640000
1	104640000	104960000
1	104960000	106160000
1	106160000	107560000
1	107560000	108120000
1	108120000	108800000
1	108800000	109040000
1	109040000	109280000
1	109280000	109880000
1	109880000	110400000
1	110400000	110840000
1	110840000	111480000
1	111480000	111800000
1	111800000	112120000
1	112120000	112720000
1	112720000	113040000
1	113040000	113440000
1	113440000	114120000
1	114120000	115440000
1	115440000	116120000
1	116120000	116440000
1	116440000	116880000
1	116880000	117400000
1	117400000	117840000
1	117840000	118320000
1	118320000	120360000
1	120840000	121040000
1	141520000	142120000
1	142120000	142200000
1	143560000	143760000
1	144080000	144480000
1	144960000	146280000
1	147280000	148080000
1	148080000	148440000
1	148440000	149280000
1	149280000	149520000
1	149520000	150120000
1	150120000	150280000
1	150280000	151120000
1	151120000	151560000
1	151560000	151880000
1	151880000	152040000
1	152040000	152400000
1	152400000	153440000
1	153440000	154640000
1	154640000	154920000
1	154920000	155280000
1	155360000	155760000
1	155760000	156200000
1	156200000	156360000
1	156360000	156720000
1	156720000	157360000
1	157360000	158320000
1	158320000	158640000
1	158640000	158880000
1	158880000	159400000
1	159400000	159680000
1	159680000	160000000
1	160000000	160840000
1	160840000	161040000
1	161040000	161560000
1	161560000	163360000
1	163360000	163600000
1	163600000	163840000
1	163840000	164160000
1	164160000	165120000
1	165120000	165480000
1	165480000	165960000
1	165960000	166440000
1	166440000	167800000
1	167800000	168120000
1	168120000	169200000
1	169200000	169840000
1	169840000	170240000
1	170240000	170680000
1	170680000	170960000
1	170960000	171640000
1	171640000	172120000
1	172120000	172480000
1	172480000	173000000
1	173000000	173240000
1	173240000	174600000
1	174600000	174760000
1	174760000	175120000
1	175120000	175400000
1	175400000	176200000
1	176200000	176520000
1	176520000	176720000
1	176720000	177320000
1	177320000	178080000
1	178080000	178480000
1	178480000	178720000
1	178720000	179120000
1	179120000	179440000
1	179440000	179680000
1	179680000	180320000
1	180320000	181080000
1	181080000	181480000
1	181480000	181880000
1	181880000	182160000
1	182160000	183000000
1	183000000	183440000
1	183440000	183920000
1	183920000	184640000
1	184640000	185240000
1	185240000	187480000
1	187640000	187920000
1	187920000	188680000
1	188800000	190200000
1	190200000	190720000
1	190720000	191360000
1	191360000	192680000
1	192680000	194120000
1	194120000	194960000
1	194960000	195400000
1	195400000	195600000
1	195600000	196160000
1	196160000	196960000
1	196960000	197800000
1	197800000	198800000
1	198800000	199360000
1	199360000	199640000
1	199640000	200400000
1	200400000	201240000
1	201240000	201520000
1	201520000	202080000
1	202080000	202720000
1	202720000	204000000
1	204000000	204200000
1	204320000	204480000
1	204640000	205240000
1	205240000	206040000
1	206040000	208040000
1	208040000	208600000
1	208600000	209520000
1	209520000	209920000
1	209920000	210280000
1	210280000	210680000
1	210680000	211320000
1	211320000	212440000
1	212440000	212880000
1	212880000	213920000
1	213920000	214480000
1	214480000	214880000
1	214880000	216120000
1	216120000	216480000
1	216480000	218080000
1	218080000	219040000
1	219040000	219680000
1	219680000	220960000
1	220960000	221360000
1	221360000	221960000
1	221960000	222280000
1	222280000	222680000
1	222680000	223680000
1	223680000	224320000
1	224320000	224640000
1	224640000	225120000
1	225120000	225720000
1	225720000	226760000
1	226920000	227480000
1	227480000	227760000
1	227760000	228840000
1	228840000	229480000
1	229480000	229880000
1	229880000	230320000
1	230320000	230840000
1	230840000	231480000
1	231480000	232320000
1	232320000	232560000
1	232560000	233280000
1	233280000	233720000
1	233720000	234280000
1	234280000	234800000
1	234800000	236040000
1	236040000	237200000
1	237200000	238240000
1	238240000	238960000
1	238960000	239800000
1	239800000	240120000
1	240120000	240680000
1	240680000	241200000
1	241320000	242680000
1	242680000	243040000
1	243040000	243280000
1	243280000	245040000
1	245040000	245720000
1	245720000	246920000
2	0	1840000
2	1840000	3680000
2	3680000	4760000
2	5080000	6920000
2	6920000	8880000
2	8920000	9200000
2	9200000	9480000
2	9520000	10120000
2	10120000	10760000
2	10760000	11160000
2	11160000	11720000
2	11720000	13080000
2	13080000	15640000
2	15640000	16600000
2	16800000	17760000
2	17840000	18240000
2	18440000	19960000
2	19960000	20720000
2	20720000	22400000
2	22440000	23840000
